Account_Num,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership
52034,GREENFIELD AREA MEDICAL CENTER,550 MIRABEAU STREET,GREENFIELD,OH,45123,HIGHLAND,(937) 981-9400,Critical Access Hospitals,Voluntary non-profit - Private
82299,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,WAYNE,(734) 421-3300,Acute Care Hospitals,Voluntary non-profit - Private
84066,GARRETT COUNTY MEMORIAL HOSPITAL,251 NORTH  FOURTH STREET,OAKLAND,MD,21550,GARRETT,(301) 533-4173,Acute Care Hospitals,Voluntary non-profit - Private
41469,EFFINGHAM HEALTH SYSTEM,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,EFFINGHAM,(912) 754-0160,Critical Access Hospitals,Government - Hospital District or Authority
71435,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,16420 WEST HIGHWAY 24,WOODLAND PARK,CO,80863,TELLER,(719) 687-9999,Critical Access Hospitals,Voluntary non-profit - Private
64240,N Y EYE AND EAR INFIRMARY,230 SECOND AVE,NEW YORK,NY,10003,NEW YORK,(212) 979-4000,Acute Care Hospitals,Voluntary non-profit - Private
58667,AURORA MEDICAL CENTER SUMMIT,36500 AURORA DRIVE,SUMMIT,WI,53066,WAUKESHA,(262) 434-1000,Acute Care Hospitals,Voluntary non-profit - Private
62707,NORTHERN LIGHT A R GOULD HOSPITAL,PO BOX 151,PRESQUE ISLE,ME,4769,AROOSTOOK,(207) 768-4000,Acute Care Hospitals,Voluntary non-profit - Private
24307,CONNECTICUT MENTAL HEALTH CENTER,34 PARK STREET,NEW HAVEN,CT,6508,NEW HAVEN,(203) 974-3000,Psychiatric,Government - State
63118,FAIRMONT REGIONAL MEDICAL CENTER,1325 LOCUST AVENUE,FAIRMONT,WV,26554,MARION,(304) 367-7100,Acute Care Hospitals,Voluntary non-profit - Private
73269,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,(708) 747-4000,Acute Care Hospitals,Voluntary non-profit - Church
44467,UNITYPOINT HEALTH - MERITER,202 S PARK ST,MADISON,WI,53715,DANE,(608) 417-6000,Acute Care Hospitals,Voluntary non-profit - Private
91056,MEDICAL CITY ARLINGTON,3301 MATLOCK ROAD,ARLINGTON,TX,76015,TARRANT,(817) 465-3241,Acute Care Hospitals,Proprietary
82609,ST LUKE'S SUGAR LAND HOSPITAL,1317 LAKE POINTE PARKWAY,SUGAR LAND,TX,77478,FORT BEND,(281) 637-7000,Acute Care Hospitals,Voluntary non-profit - Private
84590,PULLMAN REGIONAL HOSPITAL,835 S BISHOP BLVD,PULLMAN,WA,99163,WHITMAN,(509) 332-2541,Critical Access Hospitals,Government - Hospital District or Authority
15277,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,(213) 748-2411,Acute Care Hospitals,Voluntary non-profit - Other
87364,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,PUNXSUTAWNEY,PA,15767,JEFFERSON,(814) 938-1800,Acute Care Hospitals,Voluntary non-profit - Private
13166,Bayne-Jones ACH (Ft Polk),1585 3rd Street Fort Polk,Fort Polk,LA,71459,VERNON,(337) 531-3118,Acute Care - Department of Defense,Department of Defense
70482,THE MONROE CLINIC,2005 5TH STREET,MONROE,WI,53566,GREEN,(608) 324-1000,Acute Care Hospitals,Voluntary non-profit - Private
80800,GREATER BINGHAMTON HEALTH CENTER,425 ROBINSON ST,BINGHAMTON,NY,13901,BROOME,(607) 724-1391,Psychiatric,Government - Local
34044,ELKHART GENERAL HOSPITAL,600 E BLVD,ELKHART,IN,46514,ELKHART,(574) 294-2621,Acute Care Hospitals,Government - Local
51224,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,MAYFIELD,KY,42066,GRAVES,(270) 251-4585,Acute Care Hospitals,Government - Hospital District or Authority
85546,LORING HOSPITAL,211 HIGHLAND AVENUE PO BOX 217,SAC CITY,IA,50583,SAC,(712) 662-7105,Critical Access Hospitals,Voluntary non-profit - Private
43838,"BEACON BEHAVIORAL HOSPITAL- NEW ORLEANS, INC",14500 HAYNES BLVD,NEW ORLEANS,LA,70128,ORLEANS,(504) 210-0460,Psychiatric,Proprietary
32903,ROOKS COUNTY HEALTH CENTER,1210 NORTH WASHINGTON,PLAINVILLE,KS,67663,ROOKS,(785) 434-4553,Critical Access Hospitals,Government - Hospital District or Authority
81222,ROXBURY TREATMENT CENTER,601 ROXBURY ROAD,SHIPPENSBURG,PA,17257,CUMBERLAND,(717) 532-4217,Psychiatric,Proprietary
36809,HANCOCK COUNTY HOSPITAL,1519 MAIN STREET HWY 33,SNEEDVILLE,TN,37869,HANCOCK,(423) 733-5001,Critical Access Hospitals,Voluntary non-profit - Private
69162,SAINT LUKE'S EAST HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,MO,64086,JACKSON,(816) 347-5000,Acute Care Hospitals,Voluntary non-profit - Private
15434,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,PULASKI,(501) 552-3000,Acute Care Hospitals,Voluntary non-profit - Private
52313,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,SANTA CLARA,(408) 259-5000,Acute Care Hospitals,Government - Federal
65402,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,COOK,(312) 525-6780,Acute Care Hospitals,Voluntary non-profit - Private
54247,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,(661) 725-4800,Acute Care Hospitals,Proprietary
67648,ONECORE HEALTH,"1044 SW 44TH, SUITE 350",OKLAHOMA CITY,OK,73109,OKLAHOMA,(405) 631-3085,Acute Care Hospitals,Voluntary non-profit - Other
31829,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,(413) 748-9000,Acute Care Hospitals,Voluntary non-profit - Private
85366,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,OAKLAND,(248) 858-3000,Acute Care Hospitals,Voluntary non-profit - Private
66561,BAYLOR SCOTT AND WHITE MEDICAL CENTER CARROLLTON,4343 NORTH JOSEY LANE,CARROLLTON,TX,75010,DENTON,(972) 394-2255,Acute Care Hospitals,Proprietary
12112,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,MARQUETTE,MI,49855,MARQUETTE,(906) 228-9440,Acute Care Hospitals,Government - Local
29931,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7902,UNION,(908) 522-2000,Acute Care Hospitals,Voluntary non-profit - Other
81930,BAPTIST MEDICAL CENTER-YAZOO,823 GRAND AVENUE,YAZOO CITY,MS,39194,YAZOO,(662) 746-2261,Critical Access Hospitals,Voluntary non-profit - Private
92977,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,VA,22033,FAIRFAX,(703) 391-4170,Acute Care Hospitals,Voluntary non-profit - Other
93054,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,BETHEL,(907) 543-6300,Acute Care Hospitals,Tribal
87677,VERMILION BEHAVIORAL HEALTH SYSTEMS,2520 N UNIVERSITY AVENUE,LAFAYETTE,LA,70507,LAFAYETTE,(337) 234-5614,Psychiatric,Proprietary
49883,STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,TOCCOA,GA,30577,STEPHENS,(706) 282-4250,Acute Care Hospitals,Government - Hospital District or Authority
38341,PHYSICIAN'S CARE SURGICAL HOSPITAL,454 ENTERPRISE DRIVE,ROYERSFORD,PA,19468,MONTGOMERY,(610) 495-4793,Acute Care Hospitals,Physician
79635,SOUTHWEST MEDICAL CENTER,315 WEST 15TH STREET,LIBERAL,KS,67901,SEWARD,(620) 629-6291,Acute Care Hospitals,Government - Local
92465,SAN LUKE'S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,PR,733,PONCE,(787) 844-2080,Acute Care Hospitals,Voluntary non-profit - Church
51360,RIVERVIEW HOSPITAL,323 SOUTH MINNESOTA,CROOKSTON,MN,56716,POLK,(218) 281-9200,Critical Access Hospitals,Voluntary non-profit - Private
72779,ANDERSON RMC SOUTH,1102 CONSTITUTION AVENUE,MERIDIAN,MS,39301,LAUDERDALE,(601) 484-3590,Acute Care Hospitals,Proprietary
20545,MERIT HEALTH WOMEN'S HOSPITAL,1026 RIVER OAKS DRIVE,FLOWOOD,MS,39232,RANKIN,(601) 932-1000,Acute Care Hospitals,Proprietary
49236,NORTHCREST MEDICAL CENTER,100 NORTHCREST DRIVE,SPRINGFIELD,TN,37172,ROBERTSON,(615) 384-2411,Acute Care Hospitals,Voluntary non-profit - Other
88273,OSAGE BEACH CENTER FOR COGNITIVE DISORDERS,840 PASSOVER ROAD,OSAGE BEACH,MO,65065,CAMDEN,(573) 302-0319,Psychiatric,Proprietary
18914,JOHN C STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,DE KALB,MS,39328,KEMPER,(769) 486-1000,Critical Access Hospitals,Voluntary non-profit - Private
79434,NORRISTOWN STATE HOSPITAL,1001 STERIGERE STREET,NORRISTOWN,PA,19401,MONTGOMERY,(610) 313-1000,Psychiatric,Government - State
78800,"SUMMIT SURGICAL, LLC",1818 EAST 23RD AVENUE,HUTCHINSON,KS,67502,RENO,(620) 662-6000,Acute Care Hospitals,Physician
93926,COZAD COMMUNITY HOSPITAL,"P O BOX 108, 300 EAST 12TH ST",COZAD,NE,69130,DAWSON,(308) 784-2261,Critical Access Hospitals,Government - Hospital District or Authority
28899,DELTA COUNTY MEMORIAL HOSPITAL,1501 E 3RD ST,DELTA,CO,81416,DELTA,(970) 874-7681,Acute Care Hospitals,Government - Local
16429,HOUSTON METHODIST THE WOODLANDS HOSPITAL,17201 INTERSTATE 45 SOUTH,THE WOODLANDS,TX,77385,MONTGOMERY,(936) 270-2000,Acute Care Hospitals,Voluntary non-profit - Private
90766,HARDIN MEMORIAL HOSPITAL,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,KY,42701,HARDIN,(270) 737-1212,Acute Care Hospitals,Government - Local
29354,ASCENSION STANDISH HOSPITAL,805 W CEDAR ST,STANDISH,MI,48658,ARENAC,(517) 846-4521,Critical Access Hospitals,Voluntary non-profit - Church
30159,RIVERSIDE MEDICAL CENTER,1900 SOUTH MAIN ST,FRANKLINTON,LA,70438,WASHINGTON,(985) 795-4431,Critical Access Hospitals,Government - Hospital District or Authority
78170,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,WARREN,(513) 420-5102,Acute Care Hospitals,Voluntary non-profit - Private
72203,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,CONWAY,SC,29526,HORRY,(843) 347-8037,Acute Care Hospitals,Voluntary non-profit - Private
87074,IRON COUNTY MEDICAL CENTER,301 NORTH HIGHWAY 21,PILOT KNOB,MO,63663,IRON,(573) 546-1260,Critical Access Hospitals,Government - Hospital District or Authority
91635,METHODIST MANSFIELD MEDICAL CENTER,2700 E BROAD STREET,MANSFIELD,TX,76063,TARRANT,(682) 622-2059,Acute Care Hospitals,Voluntary non-profit - Private
27812,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,820 NORTH CHELAN AVENUE,WENATCHEE,WA,98801,CHELAN,(509) 663-8711,Acute Care Hospitals,Voluntary non-profit - Private
18074,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",4801 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE,LA,70508,LAFAYETTE,(337) 470-2100,Acute Care Hospitals,Voluntary non-profit - Private
51511,GRINNELL REGIONAL MEDICAL CENTER,210 FOURTH AVENUE,GRINNELL,IA,50112,POWESHIEK,(641) 236-7511,Acute Care Hospitals,Voluntary non-profit - Private
81417,MARSHFIELD MEDICAL CENTER,611 ST JOSEPH AVE,MARSHFIELD,WI,54449,WOOD,(715) 387-7850,Acute Care Hospitals,Voluntary non-profit - Church
18357,WILMINGTON TREATMENT CENTER,2520 TROY DRIVE,WILMINGTON,NC,28401,NEW HANOVER,(910) 762-2727,Acute Care Hospitals,Voluntary non-profit - Private
50733,LEWISGALE HOSPITAL ALLEGHANY,ONE ARH LANE - PO BOX 7,LOW MOOR,VA,24457,ALLEGHANY,(540) 862-6011,Acute Care Hospitals,Voluntary non-profit - Private
86511,MARY HURLEY HOSPITAL,6 NORTH COVINGTON,COALGATE,OK,74538,COAL,(580) 927-2327,Critical Access Hospitals,Proprietary
35729,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,THOMASTON,GA,30286,UPSON,(706) 647-8111,Acute Care Hospitals,Voluntary non-profit - Other
41396,ST CATHERINE HOSPITAL,401 EAST SPRUCE,GARDEN CITY,KS,67846,FINNEY,(620) 272-2222,Acute Care Hospitals,Voluntary non-profit - Private
83291,BRISTOL HOSPITAL,BREWSTER RD,BRISTOL,CT,6010,HARTFORD,(860) 585-3000,Acute Care Hospitals,Voluntary non-profit - Private
94807,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY,NJ,7065,UNION,(732) 381-4200,Acute Care Hospitals,Voluntary non-profit - Private
57706,PIEDMONT NEWTON HOSPITAL,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,NEWTON,(770) 786-7053,Acute Care Hospitals,Voluntary non-profit - Private
81492,ARROWHEAD BEHAVIORAL HEALTH,1725 TIMBER LINE ROAD,MAUMEE,OH,43537,LUCAS,(419) 891-9333,Psychiatric,Proprietary
51110,HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,HARALSON,(770) 812-2000,Critical Access Hospitals,Government - Hospital District or Authority
40331,RUSH COPLEY MEDICAL CENTER,2000 OGDEN AVENUE,AURORA,IL,60504,KANE,(630) 978-6200,Acute Care Hospitals,Voluntary non-profit - Private
73276,UNITED HOSPITAL,333 NORTH SMITH AVENUE,SAINT PAUL,MN,55102,RAMSEY,(651) 241-8810,Acute Care Hospitals,Voluntary non-profit - Private
63941,ST CROIX REGIONAL MEDICAL CENTER,235 STATE STREET,SAINT CROIX FALLS,WI,54024,POLK,(715) 483-0556,Critical Access Hospitals,Voluntary non-profit - Private
50037,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,SEDALIA,MO,65302,PETTIS,(660) 826-8833,Acute Care Hospitals,Government - Local
80785,LOURDES COUNSELING CENTER,1175 CARONDELET DRIVE,RICHLAND,WA,99352,BENTON,(509) 943-9104,Psychiatric,Voluntary non-profit - Private
21705,BEACHAM MEMORIAL HOSPITAL,205 N CHERRY STREET,MAGNOLIA,MS,39652,PIKE,(601) 783-2353,Acute Care Hospitals,Proprietary
21182,CEDAR RIDGE BEHAVIORAL HOSPITAL,6501 NORTHEAST 50TH STREET,OKLAHOMA CITY,OK,73141,OKLAHOMA,(405) 605-6111,Psychiatric,Proprietary
79536,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,(650) 742-3200,Acute Care Hospitals,Voluntary non-profit - Private
29353,HILLCREST HOSPITAL CUSHING,1027 EAST CHERRY STREET,CUSHING,OK,74023,PAYNE,(918) 225-2915,Acute Care Hospitals,Proprietary
51172,CENTERPOINT MEDICAL CENTER,19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,JACKSON,(816) 698-7000,Acute Care Hospitals,Proprietary
43091,CJW MEDICAL CENTER,7101 JAHNKE ROAD,RICHMOND,VA,23235,CHESTERFIELD,(804) 320-3911,Acute Care Hospitals,Proprietary
46216,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,1331,WORCESTER,(978) 249-3511,Critical Access Hospitals,Voluntary non-profit - Private
89660,BRONSON LAKEVIEW HOSPITAL,408 HAZEN STREET,PAW PAW,MI,49079,VAN BUREN,(269) 657-1400,Critical Access Hospitals,Voluntary non-profit - Private
44468,METRO-EAST SERVICES INC,1404 CROSS STREET,SHILOH,IL,62269,ST. CLAIR,(618) 607-1000,Acute Care Hospitals,Voluntary non-profit - Private
52858,PAUL B HALL REGIONAL MEDICAL CENTER,625 JAMES S TRIMBLE BOULEVARD,PAINTSVILLE,KY,41240,JOHNSON,(606) 789-3511,Acute Care Hospitals,Proprietary
66059,SAINT JOHN HOSPITAL,3500 SOUTH 4TH STREET,LEAVENWORTH,KS,66048,LEAVENWORTH,(913) 680-6000,Acute Care Hospitals,Voluntary non-profit - Other
61264,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,AVENTURA,FL,33180,MIAMI-DADE,(305) 682-7000,Acute Care Hospitals,Voluntary non-profit - Private
42794,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,PLATTSBURGH,NY,12901,CLINTON,(518) 562-7767,Acute Care Hospitals,Voluntary non-profit - Private
40930,GULF COAST REGIONAL MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,BAY,(850) 769-8341,Acute Care Hospitals,Proprietary
72127,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,CALDWELL,ID,83605,CANYON,(208) 459-4641,Acute Care Hospitals,Proprietary
56737,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,UVALDE,TX,78801,UVALDE,(830) 278-6251,Critical Access Hospitals,Government - Hospital District or Authority
31603,CLEVELAND CLINIC INDIAN RIVER HOSPITAL,1000 36TH ST,VERO BEACH,FL,32960,INDIAN RIVER,(772) 567-4311,Acute Care Hospitals,Voluntary non-profit - Private
13501,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,409 COTTAGE RD,CARTHAGE,TX,75633,PANOLA,(093) 693-3841,Acute Care Hospitals,Voluntary non-profit - Private
36150,SOUTHEAST COLORADO HOSPITAL,373 E TENTH AVE,SPRINGFIELD,CO,81073,BACA,(719) 523-4501,Critical Access Hospitals,Government - Hospital District or Authority
45689,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,FULTON,(678) 843-5720,Acute Care Hospitals,Voluntary non-profit - Private
92119,CEDAR CREEK HOSPITAL,101 WEST TOWNSEND ROAD,SAINT JOHNS,MI,48879,CLINTON,(989) 403-6022,Psychiatric,Proprietary
60694,MERCY HOSPITAL ADA,430 NORTH MONTE VISTA,ADA,OK,74820,PONTOTOC,(580) 332-2323,Acute Care Hospitals,Voluntary non-profit - Private
94480,SSM HEALTH SAINT JOSEPH HOSPITAL-LAKE SAINT LOUIS,100 MEDICAL PLAZA,LAKE SAINT LOUIS,MO,63367,ST. CHARLES,(636) 625-5200,Acute Care Hospitals,Voluntary non-profit - Church
44374,SUN BEHAVIORAL DELAWARE LLC,21655 BIDEN AVENUE,GEORGETOWN,DE,19947,SUSSEX,(302) 448-8415,Psychiatric,Proprietary
27152,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,COOK,(773) 356-5000,Acute Care Hospitals,Voluntary non-profit - Private
67488,FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146,ALLEGHENY,(412) 858-2000,Acute Care Hospitals,Voluntary non-profit - Private
64874,COMMUNITY BEHAVIORAL HEALTH HOSPITAL ANNANDALE,400 ANNANDALE BOULEVARD,ANNANDALE,MN,55302,WRIGHT,(651) 259-3850,Psychiatric,Government - State
66445,BIG SKY MEDICAL CENTER,334 TOWN CENTER AVE,BIG SKY,MT,59716,GALLATIN,(406) 995-6995,Acute Care Hospitals,Voluntary non-profit - Private
36993,WASHINGTON HEALTH SYSTEM GREENE,350 BONAR AVENUE,WAYNESBURG,PA,15370,GREENE,(724) 627-2602,Acute Care Hospitals,Voluntary non-profit - Private
17350,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,MIDDLESEX,(781) 729-9000,Acute Care Hospitals,Voluntary non-profit - Private
58384,RIVER POINT BEHAVIORAL HEALTH,6300 BEACH BLVD,JACKSONVILLE,FL,32216,DUVAL,(904) 724-9202,Psychiatric,Proprietary
83895,GRADY MEMORIAL HOSPITAL,561 WEST CENTRAL AVENUE,DELAWARE,OH,43015,DELAWARE,(740) 368-5145,Acute Care Hospitals,Voluntary non-profit - Private
33496,DAY KIMBALL HOSPITAL,320 POMFRET STREET,PUTNAM,CT,6260,WINDHAM,(860) 928-6541,Acute Care Hospitals,Voluntary non-profit - Private
31921,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SRVS,1201 N 37TH AVE,HOLLYWOOD,FL,33021,BROWARD,(954) 962-1355,Psychiatric,Proprietary
48361,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,BROWARD,(954) 962-9650,Acute Care Hospitals,Government - Hospital District or Authority
43879,FIRSTLIGHT HEALTH SYSTEM,301 SOUTH HIGHWAY 65,MORA,MN,55051,KANABEC,(320) 679-1212,Critical Access Hospitals,Government - Local
50896,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,IN,46755,NOBLE,(260) 347-8700,Acute Care Hospitals,Voluntary non-profit - Private
53076,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,MERIDIAN,MS,39301,LAUDERDALE,(601) 483-0011,Acute Care Hospitals,Voluntary non-profit - Private
22116,SOUTHERN COOS HOSPITAL & HEALTH CENTER,900 11TH STREET SE,BANDON,OR,97411,COOS,(541) 347-2426,Critical Access Hospitals,Government - Hospital District or Authority
40837,ST JOSEPH REGIONAL HEALTH CENTER,2801 FRANCISCAN DR,BRYAN,TX,77802,BRAZOS,(979) 776-3912,Acute Care Hospitals,Voluntary non-profit - Private
46625,ST ANTHONY HOSPITAL,11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,WA,98332,PIERCE,(253) 530-2050,Acute Care Hospitals,Voluntary non-profit - Church
12318,CARILION TAZEWELL COMMUNITY HOSPITAL,388 BEN BOLT AVENUE,TAZEWELL,VA,24651,TAZEWELL,(276) 988-8700,Acute Care Hospitals,Voluntary non-profit - Other
94571,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,COOK,(708) 684-8000,Acute Care Hospitals,Voluntary non-profit - Church
34570,RICHMOND STATE HOSPITAL,498 NW 18TH ST,RICHMOND,IN,47374,WAYNE,(765) 966-0511,Psychiatric,Proprietary
42342,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,830 COUNTY ROAD,POCASSET,MA,2559,BARNSTABLE,(508) 563-2276,Psychiatric,Government - State
90153,LOST RIVERS MEDICAL CENTER,551 HIGHLAND DRIVE,ARCO,ID,83213,BUTTE,(208) 252-7654,Critical Access Hospitals,Government - Hospital District or Authority
32680,HOUSTON COUNTY COMMUNITY HOSPITAL,5001 EAST MAIN STREET,ERIN,TN,37061,HOUSTON,(931) 289-4211,Critical Access Hospitals,Government - Local
20651,CHRISTUS MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,75701,SMITH,(903) 593-8441,Acute Care Hospitals,Voluntary non-profit - Private
58001,CONWAY BEHAVIORAL HEALTH,2255 STURGIS ROAD,CONWAY,AR,72034,FAULKNER,(501) 205-0011,Psychiatric,Proprietary
83177,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,HOPE,AR,71801,HEMPSTEAD,(870) 722-3800,Acute Care Hospitals,Proprietary
80709,COLISEUM MEDICAL CENTERS,350 HOSPITAL DRIVE,MACON,GA,31217,BIBB,(478) 765-7000,Acute Care Hospitals,Voluntary non-profit - Private
55946,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,PUNTA GORDA,FL,33950,CHARLOTTE,(941) 639-3131,Acute Care Hospitals,Proprietary
24066,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,91786,SAN BERNARDINO,(714) 985-2811,Acute Care Hospitals,Voluntary non-profit - Other
16246,SMYTH COUNTY COMMUNITY HOSPITAL,245 MEDICAL PARK DRIVE,MARION,VA,24354,SMYTH,(276) 378-1000,Acute Care Hospitals,Voluntary non-profit - Private
68300,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,18600 NORTH HARDY OAK BLVD,SAN ANTONIO,TX,78258,BEXAR,(210) 404-0800,Acute Care Hospitals,Government - Hospital District or Authority
57044,HARRISON COUNTY HOSPITAL,1141 HOSPITAL DR NW,CORYDON,IN,47112,HARRISON,(812) 738-4251,Critical Access Hospitals,Government - Local
30651,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 WEST 2ND PLACE,LAKEWOOD,CO,80228,JEFFERSON,(720) 321-5000,Acute Care Hospitals,Proprietary
46893,PROVIDENCE HOLY FAMILY HOSPITAL,5633 NORTH LIDGERWOOD,SPOKANE,WA,99208,SPOKANE,(509) 482-2450,Acute Care Hospitals,Voluntary non-profit - Private
23814,SEATTLE CHILDREN'S HOSPITAL,"4800 SAND POINT WAY NE, PO BOX C-5371",SEATTLE,WA,98105,KING,(206) 987-2000,Childrens,Voluntary non-profit - Private
57151,JEFF DAVIS HOSPITAL,163 SOUTH TALLAHASSEE STREET,HAZLEHURST,GA,31539,JEFF DAVIS,(912) 375-7781,Critical Access Hospitals,Government - Hospital District or Authority
40717,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,HOUSTON,(334) 793-5000,Acute Care Hospitals,Proprietary
63468,MERCYONE OELWEIN MEDICAL CENTER,201 EIGHTH AVENUE SE,OELWEIN,IA,50662,FAYETTE,(319) 283-6000,Critical Access Hospitals,Voluntary non-profit - Church
92334,CHARLES A DEAN MEMORIAL HOSPITAL,PO BOX 1129,GREENVILLE,ME,4441,PISCATAQUIS,(207) 695-5200,Critical Access Hospitals,Voluntary non-profit - Private
76323,ATHENS LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,LIMESTONE,(256) 233-9292,Acute Care Hospitals,Government - Hospital District or Authority
32436,KAHI MOHALA,91-2301 FORT WEAVER ROAD,EWA BEACH,HI,96706,HONOLULU,(808) 671-8511,Psychiatric,Voluntary non-profit - Private
40141,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,(714) 619-7700,Acute Care Hospitals,Proprietary
50553,STEPHENS MEMORIAL HOSPITAL,181 MAIN STREET,NORWAY,ME,4268,OXFORD,(207) 743-5933,Critical Access Hospitals,Voluntary non-profit - Private
78252,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,MARICOPA,(623) 561-1000,Acute Care Hospitals,Proprietary
26309,STAR VALLEY MEDICAL CENTER,901 ADAMS STREET,AFTON,WY,83110,LINCOLN,(307) 885-5800,Critical Access Hospitals,Government - Hospital District or Authority
21297,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,HUDSON,(201) 854-5000,Acute Care Hospitals,Voluntary non-profit - Private
62834,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,2015 JACKSON ST,ANDERSON,IN,46016,MADISON,(765) 646-8373,Acute Care Hospitals,Voluntary non-profit - Private
